秋官司宼第五鄭氏註惟王建國辨方正位體國經野設官分職以爲民極乃立秋官司宼使帥其屬而掌邦禁以佐王刑邦國	禁所以防姦者也刑正人之法孝經說曰刑者侀也過岀罪施
罪隷百有二十人	盜賊之家爲奴者
蠻隷百有二十人	征南夷所獲
閩隷百有二十人	閩南蠻之别○閩亡巾反又音文
夷隷百有二十人	征東夷所獲
貉隷百有二十人	征東北夷所獲凡隷衆矣此其選以爲役貟其餘謂之隷民○貉孟百反
布憲中士二人下士四人府二人史四人胥四人徒四十人	憲表也主表刑禁者
禁殺戮下士二人史一人徒十有二人	禁殺戮者禁民不得相殺戮
禁暴氏下士六人史三人胥六人徒六十人野廬氏下士六人胥十有二人徒百有二十人	廬賔客行道所舍
蜡氏下士四人徒四十人	蜡骨肉腐臭蠅蟲所蜡也月令曰掩骼埋骴此官之職也蜡讀如徂司之狙○蜡淸預反骼更白反埋亡皆反又作貍骴又作胔似賜反
雍氏下士二人徒八人	雍謂隄防止水者也〇雍於勇反又如字
萍氏下士二人徒八人	鄭司農云萍讀爲蛢或爲萍號起雨之萍玄謂今天問萍號作萍爾雅曰萍蓱其大者蘋讀如小子言平之平萍氏主水禁萍之草無根而浮取名於其不沈溺〇萍音平
司寤氏下士二人徒八人	寤覺也主夜覺者○覺音敎
司烜氏下士六人徒十有二人	烜火也讀如衛侯燬之燬故書燬爲垣鄭司農云當爲烜○烜音毀
條狼氏下士六人胥六人徒六十人	杜子春云條當爲滌器之滌玄謂滌除也狼狼扈道上〇條音滌
脩閭氏下士二人史一人徒十有二人	閭謂里門
㝠氏下士二人徒八人	鄭司農云㝠讀爲㝠氏春秋之㝠玄謂㝠方之㝠以繩縻取禽獸之名〇㝠如字又莫歷反縻亡皮反
庶氏下士一人徒四人	庶讀如藥煑之煑驅除毒蠱之言書不作蠱者字從聲〇庶音煑又章預反蠱音古
穴氏下士一人徒四人	穴搏蟄獸所藏者〇搏音博蟄直立反
翨氏下士二人徒八人	翨鳥翮也鄭司農云翨讀爲翅翼之翅〇翨音翅又吉豉反
柞氏下士八人徒二十人	柞除木之名除木者必先挍剥之鄭司農云柞讀爲音聲唶唶之唶屋笮之笮○柞側百反唶笮皆同挍古飽反
薙氏下士二人徒二十人	書薙或作夷鄭司農云掌殺草故春秋傳曰如農夫之務去草芟夷藴崇之又今俗閒謂麥下爲夷下言芟夷其麥以其下種禾豆也玄謂薙讀如鬀小兒頭之鬀書或作夷此皆翦草也字從類耳月令曰燒薙行水非謂燒所芟草乃水之○薙本作雉他計反藴紆粉反鬀他計反
硩蔟氏下士一人徒二人	鄭司農云硩讀爲擿蔟讀爲爵蔟之蔟謂巢也玄謂硩古字從石折聲○硩他歷反又丈列反又勑徹反蔟倉獨反
翦氏下士一人徒二人	翦斷滅之言也主除蟲蠹者詩云實始翦商
赤友氏下士一人徒二人	赤友猶言捇拔也主除蟲豸自埋者○赤如字一采昔反友音跋捇采昔反拔畔末反又蒲八反豸直氏反
蟈氏下士一人徒二人	鄭司農云蟈讀爲蜮蜮蝦蟇也月令曰螻蟈鳴故曰掌去鼃黽鼃黽蝦蟇屬書或爲掌去蝦蟇玄謂蟈今御所食蛙也字從虫國聲也蜮乃短狐與〇蟈古獲反又音或蜮音或一古獲反鼃戶蝸反黽莫幸反與音餘
壷涿氏下士一人徒二人	壷謂瓦鼓涿擊之也故書涿爲獨鄭司農云獨讀爲濁其源之濁音與涿相近書亦或爲濁○涿陟角反又音濁
庭氏下士一人徒二人	庭氏主射妖鳥令國中絜淸如庭者也○射食亦反淸才性反又如字
銜枚氏下士二人徒八人	銜枚止言語嚻讙也枚狀如箸橫銜之爲之繣結於項○嚻五髙反一許驕反讙音歡箸直慮反繣戶卦反又胡麥反
伊耆氏下士一人徒二人	伊耆古王者號始爲蜡以息老物此主王者之齒杖後王識伊耆氏之舊德而以名官與今姓有伊耆氏○耆巨之反蜡仕詐反
大行人中大夫二人小行人下大夫四人司儀上士八人中士十有六人行夫下士三十有二人府四人史八人胥八人徒八十人	行夫主國使之禮○使所吏反
環人中士四人史四人胥四人徒四十人	環猶圍也主圍賔客任器爲之守衞○環戶關反又戶串反
象胥毎翟上士一人中士二人下士八人徒二十人	通夷狄之言者曰象胥其有才知者也此類之本名東方曰寄南方曰象西方曰狄鞮北方曰譯今揔名曰象者周之徳先致南方也〇知音智鞮丁兮反譯音亦
掌客上士二人下士四人府一人史二人胥二人徒二十人掌訝中士八人府二人史四人胥四人徒四十人	訝迎也賔客來主迎之鄭司農云訝讀爲跛者訝跛者之訝○跛波可反
掌交中士八人府二人史四人徒三十有二人	主交通結諸侯之好
掌察四方中士八人史四人徒十有六人掌貨賄下士十有六人史四人徒三十有二人朝大夫毎國上士二人下士四人府一人史二人庶子八人徒二十人	此王之士也使主都家之國治而命之朝大夫云
都則中士一人下士二人府一人史二人庶子四人徒八十人	都則主都家之八則者也當言毎都如朝大夫及都司馬云
都士中士二人下士四人府二人史四人胥四人徒四十人家士亦如之	都家之士主治都家吏民之獄訟以吿方士者也亦當言毎都
大司宼之職掌建邦之三典以佐王刑邦國詰四方	典法也詰謹也書曰王旄荒度作詳刑以詰四方○詰起吉反旄音冒度音鐸
一曰刑新國用輕典	新國者新辟地立君之國用輕法者爲其民末習於敎○爲于僞反
二曰刑平國用中典	平國承平守成之國也用中典者常行之法
三曰刑亂國用重典	亂國篡弑叛逆之國用重典者以其化惡伐滅之○篡初患反
以五刑糾萬民	刑亦法也糾猶察異之
一曰野刑上功糾力	功農功力勤力
二曰軍刑上命糾守	命將命也守不失部伍
三曰郷刑上德糾孝	德六德也善父母爲孝
四曰官刑上能糾職	能能其事也職職事脩理
五曰國刑上愿糾暴	愿慤愼也暴當爲恭字之誤也○愿音願又音原暴依注作恭慤苦角反
以圜土聚敎罷民	圜土獄城也聚罷民其中困苦以敎之爲善也民不愍作勞有似於罷○罷音皮愍音敏尚書作昬
凡害人者寘之圜土而施職事焉以明刑恥之	害人謂爲邪惡巳有過失麗於法者以其不故犯法寘之圜土繫敎之庶其困悔而能改也寘置也施職事以所能役使之明刑書其罪惡於大方版著其背〇寘之䜴反又音示著丁略反一直略反
其能改者反于中國不齒三年	反于中國謂舍之還於故郷里也司圜職曰上罪三年而舍中罪二年而舍下罪一年而舍不齒者不得以年次列於平民
其不能改而出圜土者殺	岀謂逃亡
以兩造禁民訟入束矢於朝然後聽之	訟謂以財貨相告者造至也使訟者兩至旣兩至使入束矢乃治之也不至不入束矢則是自服不直者也必入矢者取其直也詩曰其直如矢古者一弓百矢束矢其百个與○造七報反與音餘
以兩劑禁民獄入鈞金三日乃致于朝然後聽之	獄謂相告以罪名者劑今劵書也使獄者各齎劵書旣兩劵書使入鈞金又三日乃治之重刑也不劵書不入金則是亦自服不直有也必入金者取其堅也三十斤曰鈞○劑子隨反
以嘉石平罷民	嘉石文石也樹之外朝門左平成也成之使善
凡萬民之有罪過而未麗於灋而害於州里者桎梏而坐諸嘉石役諸司空重罪旬有三日坐朞役其次九日坐九月役其次七日坐七月役其次五日坐五月役其下罪三日坐三月役使州里任之則宥而舍之	有罪過謂邪惡之人所罪過者也麗附也未附於法未著於法也木抂足曰桎在手曰梏役諸司空坐日訖使給百工之役也役月訖使其州里之人任之乃赦之宥寛也○桎音質梏古毒反著直略反
以肺石達窮民	肺石赤石也窮民天民之窮而無告者○肺芳廢反
凡逺近惸獨老幼之欲有復於上而其長弗達者立於肺石三日士聽其辭以吿於上而罪其長	無兄弟曰惸無子孫曰獨復猶報也上謂王與六卿也報之者若上書詣公府言事矣長謂諸侯若郷遂大夫○惸其營反長丁丈反
正月之吉始和布刑于邦國都鄙乃縣刑象之灋于象魏使萬民觀刑象挾日而斂之	正月朔日布主刑於天下正歲又縣其書重之○縣音玄挾子協反
凡邦之大盟約涖其盟書而登之于天府	涖臨也天府祖廟之藏〇約於妙反藏才浪反
大史內史司會及六官皆受其貳而藏之	六官六卿之官也貳副也○會古外反下同
凡諸侯之獄訟以邦典定之	邦典六典也以六典待邦國之治
凡卿大夫之獄訟以邦灋斷之	邦法八法也以八法待官府之治
凡庶民之獄訟以邦成弊之	邦成八成也以官成待萬民之治故書弊爲憋鄭司農云憋當爲弊邦成謂若今時決事比也弊之斷其獄訟也故春秋傳曰弊獄邢侯○弊必世反憋芳滅反又卑設反比必利反
大祭祀奉大牲	奉猶進也
若禋祀五帝則戒之日涖誓百官戒于百族	戒之日卜之日也百族謂府史以下也郊特牲曰卜之日王立于澤親聽誓命受敎諫之義也獻命庫門之內戒百官也大廟之內戒百姓也
及納亨前王祭之日亦如之	納亨致牲○亨普庚反
奉其明水火	明水火所取於日月者
凡朝覲會同前王大喪亦如之	大喪所前或嗣王
大軍旅涖戮于社	社謂社主在軍者也鄭司農說以書曰用命賞于祖不用命戮于社
凡邦之大事使其屬蹕	屬士師以下也故書蹕作避杜子春云避當爲辟謂辟除姦人也玄謂蹕止行也○蹕亦作䟆音畢辟婢亦反
小司宼之職掌外朝之政以致萬民而詢焉一曰詢國危二曰詢國遷三曰詢立君	外朝朝在雉門之外者也國危謂有兵宼之難國遷謂徙都改邑也立君謂無冢適選於庶也鄭司農云致萬民聚萬民也詢謀也詩曰詢于芻蕘書曰謀及庶人○難乃旦反適丁歷反蕘而招反
其位王南郷三公及州長百姓北面羣臣西面羣吏東面	羣臣卿大夫士也羣吏府史也其孤不見者孤從羣臣卿大夫在公後○郷許亮反見賢遍反
小司宼擯以敘進而問焉以衆輔志而弊謀	擯謂揖之使前也敘更也輔志者尊王賢明也○擯兵刃反更音庚
以五刑聽萬民之獄訟附于刑用情訊之至于旬乃弊之讀書則用灋	附猶著也故書附作付訊言也用情理言之冀有可以岀之者十日乃斷之王制曰刑者侀也侀者成也一成而不可變故君子盡心焉鄭司農云讀書則用法如今時讀鞠已乃論之○訊音信鞠九六反
凡命夫命婦不躬坐獄訟	爲治獄吏褻尊者也躬身也不身坐者必使其屬若子弟也喪服傳曰命夫者其男子之爲大夫者命婦者其婦人之爲大夫之妻者春秋傳曰衞侯與元咺訟寗武子爲輔鍼嚴子爲坐士榮爲大理○咺況阮反鍼其廉反嚴左傳作莊漢明帝名莊改爲嚴
凡王之同族有罪不即市	鄭司農云刑諸甸師氏禮記曰刑于隱者不與國人慮兄弟
以五聲聽獄訟求民情一曰辭聽	觀其出言不直則煩
二曰色聽	觀其顔色不直則赧然○赧女板反
三曰氣聽	觀其氣息不直則喘〇喘昌兖反
四曰耳聽	觀其聽聆不直則惑〇聆音零
五曰目聽	觀其牟子視不直則眊然○牟莫侯反眊莫報反
以八辟麗邦灋附刑罰	辟法也杜子春讀麗爲罹玄謂麗附也易曰日月麗乎天故書附作付附猶著也○麗如字又音離
一曰議親之辟	鄭司農云若今時宗室有罪先請是也
二曰議故之辟	故謂舊知也鄭司農云故舊不遺則民不愉○愉他侯反
三曰議賢之辟	鄭司農云若今時廉吏有罪先請是也玄謂賢有德行者
四曰議能之辟	能謂有道藝者春秋傳曰夫謀而鮮過惠訓不倦者叔向有焉社稷之固也猶將十世宥之以勸能者今壹不免其身以棄社稷不亦惑平
五曰議功之辟	謂有大勲力立功者
六曰議貴之辟	鄭司農云若今時吏墨綬有罪先請是也
七曰議勤之辟	謂憔悴以事國
八曰議賔之辟	謂所不臣者三恪二代之後與○與音餘
以三刺斷庶民獄訟之中	中謂罪正所定○刺七賜反斷丁亂反後同
一曰訊羣臣二曰訊羣吏三曰訊萬民	刺殺也三訊罪定則殺之訊言也
聽民之所刺宥以施上服下服之刑	宥寛也民言殺殺之言寛寛之上服劓墨也下服宮刖也〇劓魚器反刖音月
及大比登民數自生齒以上登于天府	大比三年大數民之衆寡也人生齒而體備男八月而生齒女七月而生齒○比毗志反數所主反
內史司會冢宰貳之以制國用	人數定而九賦可知國用乃可制耳
小祭祀奉犬牲	奉猶進也
凡禋祀五帝實鑊水納亨亦如之	納亨致牲也其時鑊水當以洗解牲體肉○鑊戸郭反
大賔客前王而辟	鄭司農云小司宼爲王道辟除姦人也若今時執金吾下至令尉奉引矣○辟婢亦反一匹亦反
后世子之喪亦如之小師涖戮	小師王不自出之師
凡國之大事使其屬蹕	屬士師以下
孟冬祀司民獻民數於王王拜受之以圖國用而進退之	司民星名謂軒轅角也小司宼於祀司民而獻民數於王重民也進退猶損益也國用民衆則益民寡則損
歲終則令羣士計獄弊訟登中于天府	上其所斷獄訟之數
正歲帥其屬而觀刑象令以木鐸曰不用灋者國有常刑令羣士	羣士遂士以下
乃宣布于四方憲刑禁	宣徧也憲表也謂縣之也刑禁士師之五禁○徧音遍
乃命其屬入會乃致事	得其屬之計乃令致之於王〇會古外反後要會之字皆放此
士師之職掌國之五禁之灋以左右刑罰一曰宮禁二曰官禁三曰國禁四曰野禁五曰軍禁皆以木鐸徇之于朝書而縣于門閭	左右助也助刑罰者助其禁民爲非也宮王宮也官官府也國城中也古之禁書亡矣今宮門有符籍官府有無故擅入城門有離載下帷野有田律軍有嚻讙夜行之禁其觕可言者〇左右去聲觕音粗
以五戒先後刑罰母使罪麗于民一曰誓用之于軍旅二曰誥用之于會同三曰禁用諸田役四曰糾用諸國中五曰憲用諸都鄙	先後猶左右也誓誥於書則甘誓湯誓太誥康誥之屬禁則軍禮曰無干車無自後射此其類也糾憲未有聞焉○射食亦反
掌郷合州黨族閭比之聮與其民人之什伍使之相安相受以比追胥之事以施刑罰慶賞	郷合郷所合也追追宼也胥讀如宿偦之偦偦謂司搏盜賊也○比追如字胥如字又思敘反
掌官中之政令	大司宼之官府中也
察獄訟之辭以詔司宼斷獄弊訟致邦令	詔司宼若今白聽正法解也致邦令者以法報之
掌士之八成	鄭司農云八成者行事有八篇若今時決事比○比必利反
一曰邦汋	鄭司農云汋讀如酌酒尊中之酌國汋者斟汋盜取國家密事若今時刺探尚書事○汋上灼反又音灼刺七亦反
二曰邦賊	爲逆亂者
三曰邦諜	爲異國反閒○諜音牒閒去聲
四曰犯邦令	干冒王敎令者〇冒音墨
五曰撟邦令	稱詐以有爲者〇撟音矯
六曰爲邦盜	竊取國之寶藏者〇藏才浪反
七曰爲邦朋	朋黨相阿使政不平者故書朋作傰鄭司農云傰讀如朋友之朋
八曰爲邦誣	誣罔君臣使事失實
若邦凶荒則以荒辯之灋治之	鄭司農云辯讀爲風别之別救荒之政十有二而士師別受其數條是爲荒別之法玄謂辯當爲貶聲之誤也遭飢荒則刑罰國事有所貶損作權時法也朝士職曰若邦凶荒札喪宼戎之故則令邦國都家縣鄙慮刑貶○辯音貶别彼列反傅別同數所注反
令移民通財糾守緩刑	移民就賤救困也通財補不足也糾守備盜賊也緩刑紓民心也〇紓音舒
凡以財獄訟者正之以傅別約劑	傅別中別手書也約劑各所持劵也故書別爲辯鄭司農云傅或爲符辯讀爲風别之別若今時市買爲劵書以别之各得其一訟則案劵以正之○傅音附約於妙反又如字
若祭勝國之社稷則爲之尸	以刑官爲尸略之也周謂亡殷之社爲亳社〇亳歩各反
王燕出入則前驅而辟	道王且辟行人〇道音導下同
祀五帝則沃尸及王盥洎鑊水	洎謂增其沃汁○洎其器反或音冀
凡刏珥則奉犬牲	珥讀爲衈刏衈釁禮之事用牲毛者曰刏羽者曰衈○刏音禨又音竒珥而志反衈同
諸侯爲賔則帥其屬而蹕于王宮	謂諸侯來朝若燕饗時
大喪亦如之大師帥其屬而禁逆軍旅者與犯師禁者而戮之	逆軍旅反將命也犯師禁干行陳也○將子匠反行戶剛反陳直刃反
歲終則令正要會	定計簿
正歲帥其屬而憲禁令于國及郊野	去國百里爲郊郊外謂之野
郷士掌國中	鄭司農云謂國中至百里郊也玄謂其地則距王城百里內也言掌國中此主國中獄也六郷之獄在國中
各掌其郷之民數而糾戒之	郷士八人言各者四人而分主三郷
聽其獄訟察其辭	察審也
辨其獄訟異其死刑之罪而要之旬而職聽于朝	辯異謂殊其文書也要之爲其罪法之要辭如今劾矣十日乃以職事治之於外朝容其自反覆○劾戸代反
司宼聽之斷其獄弊其訟于朝羣士司刑皆在各麗其灋以議獄訟	麗附也各附致其法以成議也
獄訟成士師受中協日刑殺肆之三日	受中謂受獄訟之成也鄭司農云士師受中若今二千石受其獄也中者刑罰之中也故論語曰刑罰不中則民無所措手足協日刑殺協合也和也和合支幹善日若今時望後利日也肆之三日故春秋傳曰三日棄疾請尸論語曰肆諸市朝玄謂士師旣受獄訟之成郷士則擇可刑殺之日至其時而往涖之尸之三日乃反也
若欲免之則王會其期	免偤赦也期謂郷士職聽于朝司宼聽之日王欲赦之則用此時親往議之
大祭祀大喪紀大軍旅大賔客則各掌其郷之禁令帥其屬夾道而蹕	屬中士以下○夾古洽反又古協反
三公若有邦事則爲之前驅而辟其喪亦如之	鄭司農云郷士爲三公道也若今時三公出城郡督郵盜賊道也
凡國有大事則戮其犯命者遂士掌四郊	鄭司農云謂百里外至三百里也玄謂其地則距王城百里以外至二百里言掌四郊者此主四郊獄也六遂之獄在四郊
各掌其遂之民數而糾其戒令	遂士十二人言各者二人而分主一遂
聽其獄訟察其辭辨其獄訟異其死刑之罪而要之二旬而職聽于朝司宼聽之斷其獄弊其訟于朝羣士司刑皆在各麗其灋以議獄訟獄訟成士師受中協日就郊而刑殺各於其遂肆之三日	就郊而刑殺者遂士也遂士擇刑殺日至其時往涖之如郷士爲之矣言各於其遂者四郊六遂遂處不同
若欲免之則王令三公會其期	令猶命也王欲赦之則用遂士職聽之時命三公往議之
若邦有大事聚衆庶則各掌其遂之禁令帥其屬而蹕	大事王所親也
六卿若有邦事則爲之前驅而辟其喪亦如之凡郊有大事則戮其犯命者縣士掌野	鄭司農云掌三百里至四百里大夫所食晉韓須爲公族大夫食縣玄謂地距王城二百里以外至三百里曰野三百里以外至四百里曰縣四百里以外至五百里曰都都縣野之地其邑非王子弟公卿大夫之采地則皆公邑也謂之縣縣士掌其獄焉言掌野者郊外曰野大揔言之也獄居近野之縣獄在二百里上縣之縣獄在三百里上都之縣獄在四百里上
各掌其縣之民數糾其戒令而聽其獄訟察其辭辨其獄訟異其死刑之罪而要之三旬而職聽于朝司宼聽之斷其獄弊其訟于朝羣士司刑皆在各麗其灋以議獄訟獄訟成士師受中協日刑殺各就其縣肆之三日	刑殺各就其縣者亦謂縣士也
若欲免之則王命六卿會其期	期亦謂縣士職聽之時
若邦有大役聚衆庶則各掌其縣之禁令若大夫有邦事則爲之前驅而辟其喪亦如之凡野有大事則戮其犯命者	野距王城二百里以外及縣都
方士掌都家	鄭司農云掌四百里至五百里公所食魯季氏食於都玄謂都王子弟及公卿之采地家大夫之采地大都在畺地小都在縣地家邑在稍地不言掌其民數民不純屬王
聽其獄訟之辭辨其死刑之罪而要之三月而上獄訟于國	三月乃上要者又變朝言國以其自有君異之
司宼聽其成于朝羣士司刑皆在各麗其灋以議獄訟	成平也鄭司農說以春秋傳曰晉邢侯與雍子爭鄐田久而無成〇鄐許六反
獄訟成士師受中書其刑殺之成與其聽獄訟者	都家之吏自協日刑殺但書其成與治獄之吏姓名備反覆有失實者
凡都家之大事聚衆庶則各掌其方之禁令	方士十六人言各掌其方者四人而主一方也其方以王之事動衆則爲班禁令焉
以時脩其縣灋若歲終則省之而誅賞焉	縣法縣師之職也其職掌邦國都鄙稍甸郊野之地域而辨其夫家人民田萊之數及其六畜車輦之稽方士以四時脩此法歲終又省之則與掌民數亦相近
凡都家之士所上治則主之	都家之士都士家士也所上治者謂獄訟之小事不附罪者也主之告於司宼聽平之
訝士掌四方之獄訟	鄭司農云四方諸侯之獄訟
諭罪刑于邦國	告曉以麗罪及制刑之本意
凡四方之有治於士者造焉	謂讞疑辨事先來詣乃通之於士也士主謂士師也如今郡國亦時遣主者吏詣廷尉議者○造七報反讞魚竭反
四方有亂獄則往而成之	亂獄謂若君臣宣淫上下相虐者也往而成之猶呂歩舒使治淮南獄
邦有賔客則與行人送逆之入於國則爲之前驅而辟野亦如之居館則帥其屬而爲之蹕誅戮暴客者客出入則道之有治則贊之	送逆謂始來及去也出入謂朝覲於王時也春秋傳曰晉侯受䇿以岀出入三覲入國入野自以時事
凡邦之大事聚衆庶則讀其誓禁朝士掌建邦外朝之灋左九棘孤卿大夫位焉羣士在其後右九棘公侯伯子男位焉羣吏在其後面三槐三公位焉州長衆庶在其後左嘉石平罷民焉右肺石達窮民焉	樹棘以爲位者取其赤心而外刺象以赤心三刺也槐之言懷也懷來人於此欲與之謀羣吏謂府史也州長郷遂之官鄭司農云王有五門外曰皐門二曰雉門三曰庫門四曰應門五曰路門路門一曰畢門外朝在路門外內朝在路門內左九棘右九棘故易曰係用徽纆寘于叢棘玄謂明堂位說魯公宮曰庫門天子皐門雉門天子應門言魯用天子之禮所名曰庫門者如天子皐門所名曰雉門者如天子應門此名制二兼四則魯無皐門應門矣檀弓曰魯莊公之喪旣葬而絰不入庫門言其除喪而反由外來是庫門在雉門外必矣如是王五門雉門爲中門雉門設兩觀與今之宮門同閽人幾岀入者窮民蓋不得入也郊特牲譏繹於庫門內言逺當於廟門廟在庫門之內見於此矣小宗伯職曰建國之神位右社稷左宗廟然則外朝在庫門之外皐門之內與今司徒府有天子以下大會殿亦古之外朝哉周天子諸侯皆有三朝外朝一內朝二內朝之在路門內者或謂之燕朝○長丁丈反罷音皮刺七賜反纆音墨觀古亂反
帥其屬而以鞭呼趨且辟	趨朝辟行人執鞭以威之○趨又作趣七須反又淸欲反
禁慢朝錯立族談者	慢朝謂臨朝不肅敬也錯立族談違其位僔語也○僔子損反又才官反一音纂
凡得獲貨賄人民六畜者委于朝吿于士旬而舉之大者公之小者庶民私之	俘而取之曰獲委於朝十日待來識之者人民謂刑人奴隷逃亡者司隷職曰帥其民而搏盜賊鄭司農云若今時得遺物及放失六畜持詣郷亭縣廷大者公之大物没入公家也小者私之小物自卑也玄謂人民之小者未齓七歲以下○失音逸又如字齓初謹反又測吝反
凡士之治有期日國中一旬郊二旬野三旬都三月邦國朞期內之治聽期外不聽	鄭司農云謂在期内者聽期外者不聽若今時徒論決滿三月不得乞鞫○朞居其反鞫居六反
凡有責者有判書以治則聽	判半分而合者故書判爲辨鄭司農云謂若今時辭訟有劵書者爲治之辨讀爲別謂別劵也玄謂古者岀責之息亦如其國服與○爲于僞反别彼列反
凡民同貨財者令以國灋行之犯令者刑罰之	鄭司農云同貨財者謂合錢共賈者也以國法行之司市爲節以遣之玄謂同貨財者富人畜積者多時收斂之乏時以國服之法出之雖有騰躍其贏不得過此以利出者與取者過此則罰之若今時加貴取息坐臧〇共如字賈音古積子賜反又如字岀尺遂反又如字
凡屬責者以其地傅而聽其辭	鄭司農云謂訟地畔界者田地町畔相比屬故謂之屬責以地傅而聽其辭以其比畔爲證也玄謂屬責轉責使人歸之而本主死亡歸受之數相抵冒者也以其地之人相比近能爲證者來乃受其辭爲治之○屬如字或音燭傅音付町徒頂反比毗志反下大比同
凡盜賊軍郷邑及家人殺之無罪	鄭司農云謂盜賊羣輩若軍共攻盜郷邑及家人者殺之無罪若今時無故入人室宅廬舍上人車船牽引人欲犯法者其時格殺之無罪
凡報仇讎者書於士殺之無罪	謂同國不相辟者將報之必先言之於士〇辟音避
若邦凶荒札喪宼戎之故則令邦國都家縣鄙慮刑貶	故書慮爲憲貶爲窆杜子春云窆當爲禁憲謂幡書以明之玄謂慮謀也貶猶減也謂當圖謀援刑且減國用爲民困也所貶視時爲多少之法○窆彼驗反
司民掌登萬民之數自生齒以上皆書於版辨其國中與其都鄙及其郊野異其男女歲登下其死生	登上也男八月女七月而生齒版今戶籍也下猶去也毎歲更著生去死
及三年大比以萬民之數詔司宼司宼及孟冬祀司民之日獻其數于王王拜受之登于天府內史司會冢宰貳之以贊王治	鄭司農云文昌宮三能屬軒轅角相與爲體近文昌爲司命次司中次司禄次司民玄謂司民軒轅角也天府主祖廟之藏者贊佐也三官以貳佐王治者當以民多少黜陟主民之吏〇能吐才反
司刑掌五刑之灋以麗萬民之罪墨罪五百劓罪五百宫罪五百刖罪五百殺罪五百	墨黥也先刻其面以墨窒之劓截其鼻也今東西夷或以墨劓爲俗古刑人亡逃者之世類與宮者丈夫則割其勢女子閉於宮中若今宦男女也刖斷足也周改臏作刖殺死刑也書傳曰決關梁踰城郭而略盜者其刑臏男女不以義交者其刑宮觸易君命革輿服制度姦軌盜攘傷人者其刑劓非事而事之出入不以道義而誦不詳之辭者其刑墨降畔宼賊刼掠奪攘撟虔者其刑死此二千五百罪之目略也其刑書則亡夏刑大辟二百臏辟三百宮辟五百劓墨各千周則變焉所謂刑罰世輕世重者也鄭司農云漢孝文帝十三年除肉刑○劓魚器反又魚界反刖音月又五刮反黥其京反窒又作涅乃結反又丁結反斷丁管反臏頻忍反降戸江反橋居兆反
若司宼斷獄弊訟則以五刑之灋詔刑罰而以辨罪之輕重	詔刑罰者處其所應不如今律家所署法矣
司刺掌三刺三宥三赦之灋以贊司宼聽獄訟	刺殺也訊而有罪則殺之宥寛也赦舍也〇刺七賜反
壹刺曰訊羣臣再刺曰訊羣吏三刺曰訊萬民	訊言
壹宥曰不識再宥曰過失三宥曰遺忘	鄭司農云不識謂愚民無所識則宥之過失若今律過失殺人不坐死玄謂識審也不審若今仇讎當報甲見乙誠以爲甲而殺之者過失若舉刃欲斫伐而軼中人者遺忘若閒帷薄忘有在焉者而以兵矢投射之〇忘音妄軼待結反中丁仲反閒去聲射食亦反
壹赦曰幼弱再赦曰老旄三赦曰憃愚	憃愚生而癡騃童昏者鄭司農云幼弱老旄若今律令年未滿八歲八十以上非手殺人他皆不坐○旄亡報反惷勑江反又貞巷反又癡用反騃五駭反
以此三灋者求民情斷民中而施上服下服之罪然後刑殺	上服殺與墨劓下服宮刖也司約職曰其不信者服墨刑凡行刑必先規識所刑之處乃後行之
