夏官司馬第四鄭氏註惟王建國辨方正位體國經野設官分職以爲民極乃立夏官司馬使帥其屬而掌邦政以佐王平邦國	政正也所以正不正者也孝經說曰政者正也正德名以行道
小司馬之職掌	此下字脫滅札爛文闕漢興求之不得遂無識其數者
凡小祭祀會同饗射師田喪紀掌其事如大司馬之灋軍司馬	闕
輿司馬	闕
行司馬	闕
司勳掌六郷賞地之灋以等其功	賞地賞田也在逺郊之內屬六郷焉等猶差也以功大小爲差
王功曰勳	輔成王業若周公
國功曰功	保全國家若伊尹
民功曰庸	法施於民若后稷
事功曰勞	以勞定國若禹
治功曰力	制法成治若咎繇○咎音羔繇音遥
戰功曰多	剋敵出竒若韓信陳平司馬法曰上多前虜
凡有功者銘書於王之大常祭於大烝司勲詔之	銘之言名也生則書于王旌以識其人與其功也死則於烝先王祭之詔謂吿其神以辭也般庚吿其卿大夫曰兹予大享于先王爾祖其從與享之是也今漢祭功臣於廟庭○識音志般步干反
大功司勲藏其貳	貳猶副也功書藏於天府又副於此者以其主賞
掌賞地之政令	政令謂役賦
凡賞無常輕重眡功	無常者功之大小不可豫
凡頒賞地參之一食	鄭司農云不以美田爲采邑玄謂賞地之稅參分計稅王食其一也二全入於臣
唯加田無國正	加田旣賞之又加賜以田所以厚恩也鄭司農云正謂稅也禄田亦有給公家之賦貢若今時侯國有司農少府錢穀矣獨加賞之田無正耳○正音征少詩照反
馬質掌質馬馬量三物一曰戎馬二曰田馬三曰駑馬皆有物賈	此三馬買以給官府之使無種也鄭司農曰皆有物賈皆有物色及賈直○賈音嫁下同種章勇反下同
綱惡馬	鄭司農云綱讀爲以亢其讎之亢書亦或爲亢亢御也禁也禁去惡馬不畜也玄謂綱以縻索維綱狎習之〇亢苦浪反又音剛下同御魚呂反下同去起呂反縻亡皮反
凡受馬於有司者書其齒毛與其賈馬死則旬之內更旬之外入馬耳以其物更其外否	鄭司農云更謂償也玄謂旬之內死者償以齒毛與賈受之日淺養之惡也旬之外死入馬耳償以毛色不以齒賈任之過其任也其外否者旬之外踰二十日而死不任用非用者罪○更音庚下同
馬及行則以任齊其行	識其所載輕重及道里齊其勞逸乃復用之○復扶又反
若有馬訟則聽之	訟謂賣買之言相負
禁原𧖟者	原再也天文辰爲馬𧖟書𧖟爲龍精月直大火則浴其種是𧖟與馬同氣物莫能兩大禁再𧖟者爲傷馬與○直音值爲傷于僞反
量人掌建國之灋以分國爲九州營國城郭營后宮量市朝道巷門渠造都邑亦如之	建立也立國有舊法式若匠人職云分國定天下之國分也后君也言君容王與諸侯○朝直遥反下同國分扶問反
營軍之壘舍量其市朝州涂軍社之所里	軍壁曰壘鄭司農云量其市朝州涂還市朝而爲道也玄謂州一州之衆二千五百人爲師毎師一處市也朝也州也皆有道以相之軍社社主在軍者里居也
邦國之地與天下之涂數皆書而藏之	書地謂方圜山川之廣狹書涂謂支湊之逺近
凡祭祀饗賔制其從獻脯燔之數量	鄭司農云從獻者肉殽從酒也玄謂燔從於獻酒之肉炙也數多少也量長短也○炙章夜反
掌喪祭奠竁之俎實	竁亦有俎實謂所包遣奠士喪禮下篇曰藏苞筲於旁○竁昌絹反筲所交反
凡宰祭與鬱人受斝歷而皆飲之	言宰祭者冢宰佐王祭亦容攝祭鄭司農云斝讀如嫁娶之嫁斝器名明堂位曰爵夏后氏以琖殷以斝周以爵玄謂斝讀如嘏尸之嘏宰家宰○斝古雅反又音嫁琖側産反
小子掌祭祀羞羊肆羊殽肉豆	鄭司農云羞進也羊肆體薦全烝也羊殽體解節折也肉豆者切肉也玄謂肆讀爲鬄羊鬄者所謂豚解也〇肆他歷反一餘四反折之舌反
而掌珥于社稷祈于五祀	故書祀作禩鄭司農云禩讀爲祀書亦或爲祀珥社稷以牲頭祭也玄謂珥讀爲衈祈或爲刏刏衈者釁禮之事也用毛牲曰刏羽牲曰衈衈刏社稷五祀謂始成其宮兆時也春官肆師職祈或作畿秋官士師職曰凡刏衈則奉犬牲此刏衈正字與○珥衈皆音餌一音仍祈刏皆音機
凡沈辜侯禳飾其牲	鄭司農云沈謂祭川爾雅曰祭川曰浮沈辜謂磔牲以祭也月令曰九門磔禳以畢春氣侯禳者候四時惡氣禳去之也○禳如羊反磔陟格反
釁邦器及軍器	邦器謂禮樂之器及祭器之屬雜記曰凡宗廟之器其名者成則釁之以豭豚
凡師田斬牲以左右徇陳	示犯誓必殺之〇徇辭俊反
祭祀贊羞受徹焉羊人掌羊牲凡祭祀飾羔	羔小羊也詩曰四之日其蚤獻羔祭韭
祭祀割羊牲登其首	登升也升首報陽也升首于室
凡祈珥共其羊牲	共猶給也
賔客共其灋羊	灋羊飱饔積膳之羊
凡沈辜侯禳釁積共其羊牲	積故書爲眦鄭司農云眦讀爲漬謂釁國寶漬軍器也玄謂積積柴禋祀楢燎實柴○積眦音漬楢羊久反下同又音由
若牧人無牲則受布于司馬使其賈買牲而共之	布泉○賈音古
司爟掌行火之政令四時變國火以救時疾	行猶用也變猶易也鄭司農說以鄹子曰春取榆柳之火夏取棗杏之火季夏取桑柘之火秋取柞楢之火冬取槐檀之火
季春出火民咸從之季秋內火民亦如之	火所以用陶冶民隨國而爲之鄭人鑄刑書火星未出而出火後有災鄭司農云以三月本時昏心星見于辰上使民出火九月夲黄昏心星伏在戌上使民內火故春秋傳曰以出內火
時則施火令	焚萊之時
凡祭祀則祭爟	報其爲明之功禮如祭爨
凡國失火野焚萊則有刑罰焉	野焚萊民擅放火
掌固掌脩城郭溝池樹渠之固頒其士庶子及其衆庶之守	樹謂枳棘之屬有刺者也衆庶民遞守固者也鄭司農說樹以國語曰城守之木於是乎用之〇遞待禮反又待計反
設其飾器	兵甲之屬今城郭門之器亦然
分其財用均其稍食	財用國以財所給守吏之用也稍食禄廩
任其萬民用其材器	任謂以其任使之也民之材器其所用塹築及爲藩落
凡守者受灋焉以通守政有移甲與其役財用唯是得通與國有司帥之以贊其不足者	凡守者士庶子及他要害之守吏通守政者兵甲役財難易多少轉移相給也其他非是不得妄離部署國有司掌固也其移之者又與掌固帥致之贊佐也○凡守去聲易以豉反
晝三巡之夜亦如之	巡行也行守者爲衆庶之解惰○行下孟反下同爲于僞反
夜三鼜以號戒	杜子春云讀鼜爲造次之造謂擊鼓行夜戒守也春秋傳所謂賔將趣者與趣與造音相近故曰終夕與燎玄謂鼜擊鼜警守鼓也三巡之閒又三擊鼜○鼜音戚造七報反趣莊久反又祖侯反又七柱反者與音餘與燎音預
若造都邑則治其固與其守灋	都邑亦爲城郭
凡國都之竟有溝樹之固郊亦如之	竟界也〇竟音境下同
民皆有職焉	職謂守與任
若有山川則因之	山川若殽皐河漢
司險掌九州之圖以周知其山林川澤之阻而達其道路	周猶徧也達道路者山林之阻則開鑿之川澤之阻則橋梁之
設國之五溝五涂而樹之林以爲阻固皆有守禁而達其道路	五溝遂溝洫澮川也五涂徑畛涂道路也樹之林作藩落也○守収又反洫況域反畛之忍反
國有故則藩塞阻路而止行者以其屬守之唯有節者達之	有故喪災及兵也閉絶要害之道備姦寇也
掌疆	闕
候人各掌其方之道治與其禁令以設候人	道治治道也國語曰候不在竟譏不居其方也禁令備姦寇也以設候人者選士卒以爲之詩云彼候人兮何戈與祋○何胡我反祋都外反
若有方治則帥而致于朝及歸送之于竟	方治其方來治國事者也春秋傳曰晉欒盈過周王使候人出諸轘轅是其送之○轘戸關反
環人掌致師	致師者致其必戰之志古者將戰先使勇力之士犯敵焉春秋傳曰楚許伯御樂伯攝叔爲右以致晉師許伯曰吾聞致師者御靡旌摩壘而還樂伯曰吾聞致師者左射以菆代御執轡御下掚馬掉鞅而還攝叔曰吾聞致師者右入壘折馘執俘而還皆行其所聞而復之〇菆側留反掚音兩
察軍慝	慝隂姦也視軍中有爲慝者則執之○慝他得反
環四方之故	郤其以事謀來侵伐者所謂折衝禦侮
巡邦國搏諜賊	諜賊反聞爲國賊〇搏音博又房布反諜音牒
訟敵國	敵國兵來則往之與訟曲直若齊國佐如師
